img_file_name,img_file_label,annotation_file_name
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed60.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed60.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed61.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed61.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed62.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed62.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed63.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed63.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed64.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed64.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed65.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed65.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed66.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed66.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed67.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed67.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed68.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed68.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed69.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed69.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed70.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed70.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed71.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed71.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed72.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed72.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed73.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed73.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed74.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed74.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed75.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed75.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed76.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed76.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed77.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed77.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed78.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed78.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed79.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed79.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed80.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed80.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed81.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed81.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed82.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed82.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed83.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed83.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed84.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed84.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed85.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed85.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed86.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed86.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed87.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed87.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed88.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed88.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed89.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed89.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed90.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed90.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed91.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed91.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed92.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed92.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed93.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed93.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed94.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed94.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed95.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed95.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed96.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed96.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed97.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed97.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed98.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed98.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed99.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed99.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed100.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed100.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed101.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed101.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed102.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed102.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed103.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed103.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed104.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed104.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed105.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed105.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed106.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed106.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed107.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed107.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed108.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed108.xml
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed109.jpg,GOOD,/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed109.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed20.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed20.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed21.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed21.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed22.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed22.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed23.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed23.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed24.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed24.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed25.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed25.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed26.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed26.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed27.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed27.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed28.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed28.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed29.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed29.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed30.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed30.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed31.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed31.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed32.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed32.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed33.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed33.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed34.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed34.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed35.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed35.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed36.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed36.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed37.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed37.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed38.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed38.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed39.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed39.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed40.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed40.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed41.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed41.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed42.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed42.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed43.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed43.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed44.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed44.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed45.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed45.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed46.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed46.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed47.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed47.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed48.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed48.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed49.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed49.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed50.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed50.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed51.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed51.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed52.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed52.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed53.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed53.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed54.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed54.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed55.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed55.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed56.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed56.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed57.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed57.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed58.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed58.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed59.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed59.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed60.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed60.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed61.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed61.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed62.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed62.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed63.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed63.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed64.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed64.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed65.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed65.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed66.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed66.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed67.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed67.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed68.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed68.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed69.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed69.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed70.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed70.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed71.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed71.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed72.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed72.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed73.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed73.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed74.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed74.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed75.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed75.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed76.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed76.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed77.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed77.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed78.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed78.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed79.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed79.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed80.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed80.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed81.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed81.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed82.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed82.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed83.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed83.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed84.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed84.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed85.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed85.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed86.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed86.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed87.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed87.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed88.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed88.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed89.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed89.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed90.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed90.xml
/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed91.jpg,BAD,/content/drive/My Drive/AAR/seedsplit/train/BadSeed/BadSeed91.xml
