file_name,x_min,y_min,x_max,y_max,bbox_label
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed21.jpg,3104,1988,3425,2285,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed21.jpg,3718,2018,3999,2306,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed21.jpg,4067,2008,4375,2294,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed21.jpg,4518,2052,4778,2286,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,434,2242,670,2489,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,852,2216,1153,2481,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,1333,2200,1570,2470,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,1755,2185,2055,2448,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,2194,2171,2466,2410,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,2685,2121,2928,2406,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,3177,2095,3442,2368,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,3680,2023,3940,2403,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,4210,2110,4419,2362,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,4572,2006,4952,2381,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed22.jpg,5029,2053,5308,2369,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,420,2199,734,2467,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,827,2120,1148,2462,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,1300,2171,1582,2445,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,1720,2119,1999,2410,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,2604,2138,2872,2395,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,3134,2132,3415,2414,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,3604,2093,3824,2389,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,4007,2126,4223,2401,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed23.jpg,4451,2064,4692,2385,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,500,2177,809,2491,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,923,2197,1223,2465,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,1385,2113,1644,2431,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,1794,2143,2057,2438,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,2186,2120,2445,2408,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,2553,2084,2927,2394,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,3116,2098,3413,2393,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,3626,2168,3849,2403,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,4115,2125,4362,2421,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed24.jpg,4607,2098,4869,2356,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,495,2238,812,2489,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,970,2230,1201,2526,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,1414,2202,1693,2493,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,1883,2211,2102,2450,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,2324,2153,2618,2432,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,2820,2177,3069,2417,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,3296,2191,3528,2409,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,3752,2100,4055,2385,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,4274,2037,4563,2359,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed25.jpg,4811,2116,5121,2377,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,684,2120,937,2395,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,1096,2147,1359,2427,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,1584,2120,1846,2462,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,2060,2160,2305,2466,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,2421,2120,2691,2462,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,2905,2202,3145,2408,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,3282,2157,3689,2427,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,4240,2137,4506,2377,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed26.jpg,4705,2056,4980,2405,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,433,2258,731,2505,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,830,2215,1068,2496,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,1262,2210,1548,2486,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,1739,2183,2027,2465,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,2202,2172,2488,2467,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,2695,2191,2959,2441,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,3117,2151,3373,2461,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,3575,2135,3856,2459,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,4075,2139,4488,2443,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed27.jpg,4777,2154,5072,2452,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,532,2143,771,2409,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,898,2164,1176,2395,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,1316,2127,1595,2424,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,1725,2125,1989,2393,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,2182,2128,2441,2380,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,2724,2107,2963,2391,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,3143,2103,3411,2382,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,3615,2114,3885,2389,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,4032,2100,4308,2370,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed28.jpg,4493,2038,4784,2435,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,457,2208,678,2492,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,878,2161,1200,2457,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,1361,2141,1596,2433,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,1777,2037,2096,2385,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,2301,2140,2508,2383,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,2747,2064,3066,2401,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,3234,2140,3477,2383,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,3632,2149,3887,2369,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,3954,2125,4298,2378,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed29.jpg,4434,2079,4855,2354,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,511,2197,781,2467,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,929,2161,1191,2447,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,1390,2207,1674,2441,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,1814,2139,2096,2432,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,2267,2101,2508,2384,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,2723,2089,2991,2371,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,3150,2120,3452,2368,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,3603,2076,3843,2352,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,4016,2043,4310,2323,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed30.jpg,4522,2076,4803,2337,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,542,2227,836,2539,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,984,2229,1303,2529,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,1401,2231,1693,2502,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,1835,2217,2084,2497,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,2304,2131,2617,2481,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,2806,2198,3023,2461,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,3080,2207,3504,2473,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,3567,2145,3842,2421,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,4014,2045,4376,2381,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed31.jpg,4608,2088,4902,2480,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,536,2223,804,2458,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,1045,2221,1301,2482,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,1437,2212,1693,2488,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,1898,2217,2156,2470,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,2358,2174,2662,2445,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,2810,2053,3171,2414,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,3369,2125,3647,2393,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,3786,2128,4189,2381,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,4385,2070,4677,2377,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed32.jpg,4741,2074,5065,2346,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,430,2246,686,2516,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,807,2266,1079,2512,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,1145,2263,1515,2486,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,1632,2096,1975,2461,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,2095,2188,2374,2440,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,2509,2115,2795,2393,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,3065,2067,3312,2342,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,3431,2059,3799,2370,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,3949,2029,4230,2329,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed33.jpg,4391,2083,4658,2321,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,315,1963,583,2249,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,731,2007,961,2262,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,1068,1958,1347,2261,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,1495,1900,1782,2242,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,1928,1958,2172,2233,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,2365,1973,2599,2249,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,2821,2024,3156,2279,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,3320,2033,3652,2250,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,3833,1984,4121,2265,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed34.jpg,4303,1959,4606,2267,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,350,2126,806,2382,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,924,2110,1177,2371,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,1778,2137,2028,2433,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,2235,2105,2470,2439,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,2581,2130,2882,2421,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,2954,2094,3256,2419,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,3401,2089,3659,2385,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,3808,2112,4144,2356,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed35.jpg,4338,2108,4607,2398,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,327,2143,631,2414,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,738,2118,1019,2402,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,1259,2094,1522,2393,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,1700,2044,1994,2335,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,2180,2090,2444,2418,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,2668,2081,2900,2324,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,3155,2088,3421,2345,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,3622,2014,3883,2357,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,4044,1970,4386,2346,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed36.jpg,4466,2088,4833,2334,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,558,2172,1271,2422,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,1324,2182,1657,2402,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,1771,2099,2078,2402,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,2220,2045,2582,2391,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,2692,2088,3038,2385,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,3192,2073,3460,2368,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,3670,2098,3958,2370,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,4173,2027,4550,2375,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed37.jpg,4710,2160,4961,2386,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,491,2246,781,2550,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,1018,2254,1287,2538,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,1450,2275,1752,2530,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,1932,2243,2180,2522,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,2352,2278,2650,2507,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,2800,2196,3015,2482,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,3206,2193,3482,2488,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,3620,2168,3906,2503,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,4063,2259,4359,2483,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed38.jpg,4620,2258,4930,2543,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,652,2176,931,2493,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,1079,2215,1303,2450,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,1409,2202,1669,2456,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,1804,2207,2077,2467,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,2305,2189,2547,2461,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,2722,2127,2955,2433,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,3120,2186,3364,2415,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,3542,2116,3865,2450,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,3966,2167,4237,2482,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed39.jpg,4406,2106,4680,2410,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,828,2271,1100,2546,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,1217,2231,1518,2565,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,1712,2241,1963,2533,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,2089,2248,2383,2494,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,2563,2209,2840,2496,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,3043,2184,3333,2460,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,3578,2155,3902,2491,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,4100,2178,4378,2455,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,4475,2144,4767,2409,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed40.jpg,4828,2126,5230,2470,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,554,2211,813,2481,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,956,2195,1254,2455,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,1359,2189,1647,2497,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,1790,2266,2046,2487,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,2151,2199,2461,2481,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,2676,2078,2934,2480,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,3099,2080,3491,2417,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,3637,2132,3961,2449,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,4117,2172,4394,2456,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed41.jpg,4614,2186,4899,2491,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,613,2186,873,2484,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,1061,2128,1346,2436,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,1544,2165,1780,2425,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,1961,2122,2218,2406,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,2381,2144,2628,2387,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,2805,2105,3084,2397,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,3263,2103,3548,2401,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,3670,2065,4020,2373,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,4139,2069,4397,2347,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed42.jpg,4513,2078,4770,2379,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,523,2120,830,2412,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,953,2145,1194,2359,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,1342,2103,1620,2375,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,1734,2105,1954,2355,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,2088,2084,2438,2347,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,2577,2068,2817,2350,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,2908,2045,3239,2348,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,3385,2007,3651,2351,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,3831,2115,4077,2344,GOOD
/content/drive/My Drive/AAR/seedsplit/train/GoodSeed/GoodSeed43.jpg,4271,2093,4594,2352,GOOD
