file_name,x_min,y_min,x_max,y_max,bbox_label
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,2707,2227,3028,2517,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,2332,1722,2653,2028,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,3135,1776,3464,2043,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,3318,1332,3678,1631,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,2974,919,3272,1241,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,2279,950,2630,1317,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_GoodSeeds (s9).jpg,1460,1218,1873,1577,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,2194,2036,2607,2410,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,2806,1562,3173,1906,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,3487,1256,3838,1585,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,2883,2265,3227,2632,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,3219,2479,3540,2800,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,2554,2609,2875,2923,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,3005,3045,3257,3397,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,3877,2456,4221,2777,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,3609,2992,3976,3381,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/SpaceOutRandom_BadSeeds (s9).jpg,3838,2793,4228,3160,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,71,1719,559,2184,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,629,1696,1047,2161,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,1163,1758,1635,2215,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,1659,1797,2061,2238,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,2178,1781,2596,2215,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,2728,1781,3192,2277,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,3239,1859,3665,2269,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,3750,1913,4145,2308,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,4184,1851,4679,2262,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set9/Line_Mix (s9).jpg,4726,1952,5136,2324,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,268,1868,726,2143,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,818,1868,1193,2181,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,1307,1799,1621,2158,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,1720,1868,2049,2135,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,2256,1791,2569,2112,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,2768,1745,3081,2082,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,3257,1822,3571,2128,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,3693,1791,3991,2120,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,4159,1768,4534,2112,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_BadSeeds (s8).jpg,4511,1730,4955,2120,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,1392,1378,1751,1646,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,2087,942,2462,1256,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,1850,1868,2233,2150,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,1598,2150,2041,2472,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,2393,2793,2615,3121,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,2332,1715,2745,2074,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,2646,2173,3005,2517,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,3127,1210,3441,1493,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,2936,1631,3280,1929,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_BadSeeds (s8).jpg,3097,2150,3387,2426,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,32,1479,435,1959,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,536,1541,954,1959,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,993,1534,1457,1990,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,1527,1557,1868,1983,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,2023,1448,2387,1905,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,2580,1472,3068,1905,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,3123,1557,3556,1959,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,3641,1549,4060,1929,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,4114,1534,4563,1936,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_Mix (s8).jpg,4617,1479,5159,1929,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,229,1776,635,2219,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,665,1837,1078,2150,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,1185,1806,1575,2150,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,1659,1822,1980,2112,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,2187,1806,2500,2158,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,2707,1806,3127,2173,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,3257,1738,3640,2089,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,3731,1768,4029,2128,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,4175,1806,4557,2128,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/Line_GoodSeeds (s8).jpg,4626,1730,5046,2158,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,4381,968,4737,1270,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,4342,2184,4737,2533,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,3808,2780,4118,3075,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,2902,1681,3289,2083,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,2515,883,2855,1231,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,1469,1967,1787,2347,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,2135,2734,2429,3052,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,1756,2231,2050,2556,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,1794,2780,2135,3175,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_Mix (s8).jpg,2855,844,3150,1208,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,1239,2028,1583,2349,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,1850,2540,2187,2969,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,2707,2678,3013,3007,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,2087,1753,2485,2074,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,2011,988,2378,1332,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,2707,583,2959,935,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,3188,1837,3448,2181,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,3510,1585,3854,1913,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,3617,1241,3938,1554,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set8/SpaceOutRandom_GoodSeeds (s8).jpg,3915,1760,4259,2036,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,138,1692,512,1982,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,512,1707,979,2013,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,1139,1684,1483,1952,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,1636,1661,2011,1998,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,2156,1638,2462,1921,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,2615,1631,2990,1906,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,3181,1600,3487,1890,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,3601,1569,3976,1868,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,4136,1554,4465,1852,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_GoodSeeds (s7).jpg,4664,1539,5000,1860,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,168,1783,627,2105,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,711,1776,1093,2097,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,1262,1776,1583,2097,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,1713,1799,2049,2128,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,2217,1822,2546,2112,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,2753,1829,3043,2166,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,3219,1791,3601,2105,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,3815,1760,4152,2105,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,4297,1776,4687,2105,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_BadSeeds (s7).jpg,4710,1829,5138,2112,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,1539,1913,1910,2277,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,2623,844,2995,1177,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,2212,2703,2607,3129,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,3274,2331,3583,2641,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,3560,1882,3870,2192,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,3552,1394,3916,1789,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,3057,1696,3397,1975,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,3289,1317,3614,1642,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,2770,2060,3072,2347,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_Mix (s7).jpg,2840,1433,3235,1735,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,772,1829,1109,2105,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,925,1049,1277,1340,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,1682,1401,1996,1669,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,1988,2066,2294,2349,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,2225,1661,2531,1959,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,2722,1179,3058,1447,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,3158,1829,3532,2150,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,3227,2617,3586,2915,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,4114,1294,4396,1585,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_GoodSeeds (s7).jpg,4060,1776,4450,2082,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,1965,958,2424,1309,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,1667,1562,2057,1868,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,2324,1814,2653,2097,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,1590,3083,1965,3458,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,3135,2464,3441,2747,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,3135,2166,3517,2479,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,3586,789,3968,1195,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,4389,1317,4786,1577,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,3724,2020,4060,2357,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/SpaceOutRandom_BadSeeds (s7).jpg,3877,2655,4213,2999,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,117,1789,582,2169,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,683,1712,1047,2122,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,1101,1781,1566,2184,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,1643,1758,2054,2200,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,2100,1712,2472,2091,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,2728,1657,3068,2122,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,3177,1665,3618,2045,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,3719,1611,4145,2060,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,4184,1611,4610,2083,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set7/Line_Mix (s7).jpg,4617,1611,5036,2099,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,99,1684,459,1998,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,535,1692,963,2005,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,1101,1715,1445,2051,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,1606,1791,1957,2082,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,2072,1661,2416,2036,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,2615,1707,2913,2020,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,3097,1638,3433,1952,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,3578,1692,3915,1967,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,4136,1638,4603,1998,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_GoodSeeds (s6).jpg,4633,1585,5062,1998,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,336,1845,749,2166,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,818,1860,1193,2143,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,1292,1822,1644,2158,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,1697,1814,2064,2158,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,2263,1753,2569,2059,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,2730,1806,3058,2105,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,3272,1814,3532,2181,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,3739,1806,4083,2120,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,4167,1806,4473,2120,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/Line_BadSeeds (s6).jpg,4565,1799,4985,2158,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,925,606,1460,965,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,1300,1699,1598,2005,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,2126,2173,2569,2441,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,2470,1432,2814,1768,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,2630,1722,2936,2043,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,2225,2999,2531,3320,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,3471,2334,3846,2663,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,3831,1049,4144,1439,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,4266,1439,4649,1730,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_GoodSeeds (s6).jpg,4251,1072,4710,1371,GOOD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,1858,812,2194,1141,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,1866,1577,2248,1883,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,1445,1990,1789,2273,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,1996,2120,2355,2395,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,1705,2387,2011,2670,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,2309,2785,2653,3152,BAD
/content/drive/My Drive/AAR/dataset/LightBox/Set6/SpaceOutRandom_BadSeeds (s6).jpg,2867,1409,3257,1860,BAD
