img_file_name,img_file_label,annotation_file_name
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Bad_Seeds (s6).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Bad_Seeds (s6).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/Line_Mix (s6).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/Line_Mix (s6).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Mix (s6).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Mix (s6).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Good_Seeds (s6).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Good_Seeds (s6).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/SpaceOutRandom_Bad_Seeds (s5).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/SpaceOutRandom_Bad_Seeds (s5).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/Line_Mix (s5).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/Line_Mix (s5).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/Line_Good_Seeds (s5).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/Line_Good_Seeds (s5).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/Line_Bad_Seeds (s5).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/Line_Bad_Seeds (s5).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/SpaceOutRandom_Mix (s5).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/SpaceOutRandom_Mix (s5).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/SpaceOutRandom_Good_Seeds (s5).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set5/SpaceOutRandom_Good_Seeds (s5).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/Line_Mix (s4).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/Line_Mix (s4).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/Line_Good_Seeds (s4).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/Line_Good_Seeds (s4).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/Line_Bad_Seeds (s4).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/Line_Bad_Seeds (s4).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/SpaceOutRandom_Mix (s4).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/SpaceOutRandom_Mix (s4).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/SpaceOutRandom_Good_Seeds (s4).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/SpaceOutRandom_Good_Seeds (s4).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/SpaceOutRandom_Bad_Seeds (s4).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set4/SpaceOutRandom_Bad_Seeds (s4).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/Line_Good_Seeds (s3).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/Line_Good_Seeds (s3).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/Line_Bad_Seeds (s3).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/Line_Bad_Seeds (s3).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/SpaceOutRandom_Good_Seeds (s3).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/SpaceOutRandom_Good_Seeds (s3).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/SpaceOutRandom_Bad_Seeds (s3).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/SpaceOutRandom_Bad_Seeds (s3).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/Line_Mix (s3).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/Line_Mix (s3).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/SpaceOutRandom_Mix (s3).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set3/SpaceOutRandom_Mix (s3).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/Line_Mix (s2).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/Line_Mix (s2).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/Line_Good_Seeds (s2).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/Line_Good_Seeds (s2).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/Line_Bad_Seeds (s2).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/Line_Bad_Seeds (s2).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/SpaceOutRandom_Mix (s2).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/SpaceOutRandom_Mix (s2).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/SpaceOutRandom_Good_Seeds (s2).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/SpaceOutRandom_Good_Seeds (s2).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/SpaceOutRandom_Bad_Seeds (s2).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set2/SpaceOutRandom_Bad_Seeds (s2).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/SpaceOutRandom_Good_Seeds (s15).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/SpaceOutRandom_Good_Seeds (s15).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/SpaceOutRandom_Bad_Seeds (s15).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/SpaceOutRandom_Bad_Seeds (s15).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/Line_Mix (s15).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/Line_Mix (s15).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/Line_Good_Seeds (s15).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/Line_Good_Seeds (s15).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/Line_Bad_Seeds (s15).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/Line_Bad_Seeds (s15).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/SpaceOutRandom_Mix (s15).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set15/SpaceOutRandom_Mix (s15).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/Line_Good_Seeds (s14).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/Line_Good_Seeds (s14).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/Line_Bad_Seeds (s14).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/Line_Bad_Seeds (s14).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/SpaceOutRandom_Mix (s14).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/SpaceOutRandom_Mix (s14).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/SpaceOutRandom_Good_Seeds (s14).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/SpaceOutRandom_Good_Seeds (s14).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/SpaceOutRandom_Bad_Seeds (s14).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/SpaceOutRandom_Bad_Seeds (s14).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/Line_Mix (s14).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set14/Line_Mix (s14).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/SpaceOutRandom_Bad_Seeds (s13).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/SpaceOutRandom_Bad_Seeds (s13).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/Line_Mix (s13).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/Line_Mix (s13).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/Line_Good_Seeds (s13).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/Line_Good_Seeds (s13).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/Line_Bad_Seeds (s13).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/Line_Bad_Seeds (s13).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/SpaceOutRandom_Mix (s13).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/SpaceOutRandom_Mix (s13).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/SpaceOutRandom_Good_Seeds (s13).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set13/SpaceOutRandom_Good_Seeds (s13).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/Line_Good_Seeds (s12).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/Line_Good_Seeds (s12).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/Line_Bad_Seeds (s12).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/Line_Bad_Seeds (s12).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/SpaceOutRandom_Mix (s12).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/SpaceOutRandom_Mix (s12).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/SpaceOutRandom_Good_Seeds (s12).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/SpaceOutRandom_Good_Seeds (s12).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/SpaceOutRandom_Bad_Seeds (s12).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/SpaceOutRandom_Bad_Seeds (s12).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/Line_Mix (s12).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set12/Line_Mix (s12).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/Line_Mix (s11).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/Line_Mix (s11).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/Line_Good_Seeds (s11).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/Line_Good_Seeds (s11).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/Line_Bad_Seeds (s11).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/Line_Bad_Seeds (s11).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/SpaceOutRandom_Mix (s11).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/SpaceOutRandom_Mix (s11).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/SpaceOutRandom_Good_Seeds (s11).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/SpaceOutRandom_Good_Seeds (s11).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/SpaceOutRandom_Bad_Seeds (s11).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set11/SpaceOutRandom_Bad_Seeds (s11).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/Line_Mix (s10).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/Line_Mix (s10).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/Line_Good_Seeds (s10).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/Line_Good_Seeds (s10).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/Line_Bad_Seeds (s10).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/Line_Bad_Seeds (s10).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/SpaceOutRandom_Mix (s10).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/SpaceOutRandom_Mix (s10).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/SpaceOutRandom_Good_Seeds (s10).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/SpaceOutRandom_Good_Seeds (s10).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/SpaceOutRandom_Bad_Seeds (s10).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set10/SpaceOutRandom_Bad_Seeds (s10).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/Line_Mix (s1).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/Line_Mix (s1).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/Line_Good_Seeds (s1).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/Line_Good_Seeds (s1).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/Line_Bad_Seeds (s1).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/Line_Bad_Seeds (s1).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/SpaceOutRandom_Mix (s1).JPG,MIX,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/SpaceOutRandom_Mix (s1).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/SpaceOutRandom_Good_Seeds (s1).JPG,GOOD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/SpaceOutRandom_Good_Seeds (s1).xml
C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/SpaceOutRandom_Bad_Seeds (s1).JPG,BAD,C:/Users/User/Desktop/AAR/dataset/NormalRoomLighting/Set1/SpaceOutRandom_Bad_Seeds (s1).xml
