file_name,x_min,y_min,x_max,y_max,bbox_label
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Mix (s9).jpg,1206,3168,1632,3594,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Mix (s9).jpg,1895,1990,2321,2424,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Mix (s9).jpg,2414,2688,2809,3121,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Mix (s9).jpg,1980,155,2445,604,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Mix (s9).jpg,3049,1371,3490,1766,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,1091,471,1549,914,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,733,1341,1130,1707,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,2481,395,2832,791,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,2191,967,2694,1341,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,2610,1471,3023,1921,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,3610,692,3961,1066,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,4129,104,4541,440,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,4503,1272,4938,1814,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,3923,2585,4396,3089,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Good_Seeds (s9).jpg,1985,2089,2473,2562,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,1336,746,1717,1249,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,1847,417,2305,1204,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,1404,1555,1763,2028,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,1130,2287,1458,2753,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,1557,2310,2130,3127,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,2549,1417,3564,2043,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,2679,2089,3068,2532,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,3885,349,4290,998,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,4137,1188,4526,1807,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/SpaceOutRandom_Bad_Seeds (s9).jpg,3442,2211,4114,2715,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,99,1616,504,2074,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,527,1601,931,2028,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,1076,1562,1458,2036,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,1618,1585,2030,1975,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,2122,1585,2473,1997,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,3183,1555,3587,2066,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,3725,1646,4045,2043,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,4145,1501,4442,2066,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,2702,1639,2992,2028,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set9/Line_Mix (s9).jpg,4549,1601,5114,1967,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,1122,685,1443,1226,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,2007,486,2359,814,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,2786,265,3168,807,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,3488,868,3786,1249,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,2534,1173,2893,1524,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,1672,1639,1992,2196,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,916,2646,1496,3028,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,2198,2310,2580,2806,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,3076,2776,3542,3201,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Bad_Seeds (s8).jpg,3656,2104,3984,2524,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,1122,1394,1565,1997,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,2664,1455,3045,1852,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,3160,1486,3488,1883,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,3603,1494,3954,1898,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,183,1501,481,1967,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,634,1517,1008,1898,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,1649,1410,2061,1936,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,2152,1455,2557,1913,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,4114,1570,4465,1936,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Mix (s8).jpg,4572,1562,4946,1967,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,679,1662,1061,2028,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,1091,1570,1534,2058,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,1595,1578,1985,2097,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,2030,1539,2412,1990,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,2412,1570,2786,2043,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,2832,1562,3145,1975,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,3252,1608,3580,1982,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,3618,1608,4000,2013,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,4106,1593,4450,1997,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Good_Seeds (s8).jpg,4465,1532,4900,1913,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,221,1547,595,2165,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,679,1639,1046,2058,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,1237,1677,1649,2020,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,1763,1517,2084,2173,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,2130,1310,2633,2127,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,2733,1608,3045,2058,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,3168,1517,3610,2013,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,3656,1517,4129,1997,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,4175,1524,4587,2036,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/Line_Bad_Seeds (s8).jpg,4687,1555,5091,2043,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,1957,1820,2267,2254,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,2910,2161,3266,2657,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,3119,1472,3583,1828,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,4133,1727,4521,2138,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,3785,937,4211,1464,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,2011,1007,2414,1402,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,4497,1146,4861,1588,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,2809,550,3204,976,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,3607,2471,4064,2827,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Mix (s8).jpg,2282,2664,2708,3052,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,2297,127,2824,494,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,1633,700,2130,1364,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,3274,547,3717,1081,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,3870,570,4305,1127,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,3336,1097,3832,1455,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,2755,921,3244,1524,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,2183,1601,2702,2104,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,3595,1807,4084,2234,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,2778,2326,3229,2700,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set8/SpaceOutRandom_Good_Seeds (s8).jpg,1511,2700,1985,3119,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,176,1501,527,1944,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,1740,1471,2122,1883,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,3274,1364,3725,1852,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,733,1547,1076,1936,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,1206,1402,1649,1898,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,2236,1478,2633,1952,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,2778,1455,3168,1829,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,3801,1433,4198,1829,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,4213,1440,4641,1814,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Mix (s7).jpg,4763,1501,5091,1845,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,427,1372,832,1883,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,946,1341,1305,1791,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,1412,1326,1710,1913,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,1801,1242,2244,1860,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,2343,1364,2679,1822,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,2717,1364,3122,1791,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,3244,1387,3725,1906,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,3755,1288,4099,1868,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,4229,1379,4633,1837,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Good_Seeds (s7).jpg,4687,1257,5038,1860,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,443,1776,801,2181,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,916,1677,1275,2265,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,1336,1616,1878,2142,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,1916,1555,2305,2196,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,2297,1578,2687,2142,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,2801,1677,3175,2341,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,3236,1601,3626,2081,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,3771,1730,4091,2104,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,4152,1700,4587,2135,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/Line_Bad_Seeds (s7).jpg,4679,1753,5068,2165,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,935,1944,1353,2409,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,3266,674,3645,1046,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,3150,3067,3591,3478,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,3746,1650,4156,2045,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,687,1139,1128,1541,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,1314,666,1725,1108,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,299,2610,710,3028,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,1314,2928,1771,3431,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,4249,2339,4722,2811,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Mix (s7).jpg,4420,875,4946,1278,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,756,593,1206,982,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,1038,1570,1580,2020,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,2015,181,2381,532,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,2786,219,3236,555,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,3702,349,4114,723,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,1870,921,2328,1303,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,2496,1120,2908,1746,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,3549,1662,4038,2028,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,3954,2150,4374,2577,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Good_Seeds (s7).jpg,2710,2738,3160,3119,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,870,82,1298,524,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,1282,1532,1725,1982,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,2442,646,2900,1005,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,2977,616,3374,1013,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,1923,1265,2351,1646,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,1298,2669,1687,3051,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,1832,1883,2267,2280,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,3778,1379,4290,1738,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,3061,2494,3542,2837,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set7/SpaceOutRandom_Bad_Seeds (s7).jpg,4099,2226,4564,2623,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,550,1501,962,2028,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,1069,1524,1412,1959,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,1595,1455,1923,1959,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,2007,1524,2389,1898,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,2412,1532,2710,1913,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,2794,1578,3122,1936,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,3244,1517,3557,1982,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,3641,1539,4007,2013,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,4099,1471,4511,2005,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Good_Seeds (s6).jpg,4549,1501,4946,1921,GOOD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,397,1776,695,2150,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,840,1753,1267,2127,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,1389,1753,1740,2142,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,1878,1738,2259,2165,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,2305,1738,2656,2150,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,2733,1715,3129,2112,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,3229,1746,3580,2211,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,3710,1746,4076,2150,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,4152,1723,4541,2135,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/Line_Bad_Seeds (s6).jpg,4603,1707,4977,2211,BAD
/content/drive/My Drive/AAR/dataset/NormalRoomLighting/Set6/SpaceOutRandom_Bad_Seeds (s6).jpg,3068,311,3473,692,BAD
